25 0.0065109 0.0072022 0.0110922 0.0036638 0.00276317 -0.000304167 0.00798497 0.0123001 0.00404985 0.00307666 -0.000339758
26 0.0070834 0.008587 0.0134036 0.00442491 0.0032542 -0.000349653 0.00953401 0.0148833 0.00490322 0.00362403 -0.000390027
27 0.0076807 0.010164 0.0161192 0.00516426 0.00392981 -0.000436884 0.0113003 0.0179243 0.005726 0.00438754 -0.000489733
28 0.0083028 0.011956 0.0190794 0.0065068 0.00423274 -0.00040749 0.0133099 0.0212476 0.00720782 0.00475257 -0.000463537
29 0.0089432 0.013968 0.0226879 0.00738407 0.00516227 -0.000540177 0.01556 0.0252792 0.00819452 0.00578733 -0.000609718
30 0.0096224 0.016237 0.0266068 0.00884228 0.00580704 -0.000581694 0.01812 0.0297012 0.00982296 0.00653096 -0.000659424
31 0.010331 0.018761 0.0311336 0.0102668 0.00671034 -0.000680039 0.02097 0.0348112 0.0114172 0.00756517 -0.000773069
32 0.011067 0.021582 0.0361895 0.0120469 0.00754694 -0.000750551 0.0241602 0.0405308 0.0133973 0.00854577 -0.000860653
33 0.011829 0.024698 0.0420537 0.0135038 0.00892186 -0.000944829 0.0276902 0.0471686 0.0150413 0.0101094 -0.00107984
34 0.012619 0.028152 0.0484243 0.0155929 0.0100661 -0.00106782 0.03161 0.0543936 0.0173936 0.0114325 -0.00122597
35 0.013435 0.031953 0.0556323 0.0176455 0.0115444 -0.00126483 0.0359305 0.0625857 0.0196936 0.0131481 -0.00145682
36 0.01428 0.036142 0.0635138 0.0202702 0.0128437 -0.00139062 0.0407003 0.0715693 0.0225987 0.0147194 -0.0016248
37 0.015159 0.040712 0.0723138 0.023184 0.014087 -0.00143914 0.0459197 0.0816157 0.0258855 0.0161881 -0.00169303
38 0.016067 0.045716 0.081965 0.0261492 0.0159536 -0.00172672 0.0516496 0.0926547 0.0292681 0.0183362 -0.00201752
39 0.017 0.051162 0.0926383 0.0296465 0.0174863 -0.0018165 0.0578897 0.10489 0.0331843 0.0201916 -0.00214728
40 0.017962 0.057079 0.10447 0.0328907 0.0197585 -0.00211886 0.0646802 0.118469 0.0368278 0.022899 -0.00252164
41 0.018948 0.063493 0.117472 0.0366163 0.0218911 -0.00232466 0.0720398 0.133354 0.0411463 0.0253126 -0.002739
42 0.019965 0.070444 0.13172 0.0396835 0.025725 -0.00314009 0.0800402 0.149743 0.0446664 0.0297112 -0.00365622
43 0.021012 0.077937 0.147302 0.0436156 0.0288627 -0.00366255 0.0886796 0.167689 0.0491801 0.0333519 -0.00425231
44 0.022087 0.086017 0.163912 0.0489475 0.0310889 -0.00382587 0.0980104 0.186874 0.0551897 0.0361064 -0.00448933
45 0.023191 0.09474 0.181408 0.0559978 0.0329589 -0.00405474 0.1081 0.207151 0.0631126 0.0383948 -0.00474344
46 0.024321 0.10407 0.201625 0.0605172 0.0369451 -0.00467833 0.118897 0.230506 0.0683022 0.0431103 -0.00548733
47 0.025489 0.11405 0.222906 0.065984 0.0415862 -0.00564893 0.130496 0.255211 0.074633 0.0484591 -0.00656328
48 0.026688 0.12478 0.246027 0.0723954 0.0449781 -0.00595431 0.143 0.282152 0.081965 0.0526003 -0.00697308
49 0.027921 0.13618 0.271103 0.0786202 0.0496752 -0.00678559 0.156298 0.311369 0.0890842 0.0582488 -0.00796429
50 0.029184 0.14833 0.298662 0.0834791 0.0565173 -0.00831942 0.170497 0.343565 0.0945979 0.0663805 -0.0097391
51 0.030479 0.1614 0.326175 0.0954236 0.0565819 -0.00748181 0.185803 0.375866 0.107881 0.0674303 -0.00909382
52 0.031805 0.17521 0.356911 0.103836 0.0616355 -0.00835783 0.202005 0.411942 0.117438 0.0736913 -0.0101818
53 0.033164 0.18992 0.390384 0.111787 0.0677041 -0.00949182 0.2193 0.451156 0.126937 0.0807037 -0.0114363
54 0.034556 0.20546 0.426101 0.121257 0.0726287 -0.0100868 0.237605 0.493276 0.13751 0.0871627 -0.0123035
55 0.035985 0.22317 0.466183 0.135238 0.069269 -0.00768129 0.258498 0.540578 0.153494 0.0837938 -0.00957662
56 0.037449 0.24073 0.507521 0.144522 0.0760093 -0.00881615 0.279296 0.589476 0.164197 0.0921136 -0.010965
57 0.038943 0.25937 0.549537 0.158618 0.0816794 -0.0102594 0.301399 0.639384 0.180209 0.0993567 -0.0126984
58 0.040456 0.27903 0.595801 0.170837 0.0862041 -0.0103358 0.324705 0.694143 0.194451 0.105265 -0.0129435
59 0.04201 0.29971 0.645456 0.181582 0.0957981 -0.0125748 0.349301 0.753175 0.206807 0.116938 -0.0155482
60 0.043597 0.32161 0.697086 0.195754 0.102856 -0.0139525 0.375398 0.814676 0.223171 0.125879 -0.0172489
61 0.045219 0.34464 0.751781 0.212379 0.108566 -0.0149955 0.402903 0.880037 0.242317 0.133321 -0.0185475
62 0.046876 0.36887 0.810382 0.22629 0.118243 -0.0171922 0.431899 0.950171 0.258023 0.145942 -0.0213751
63 0.048568 0.3943 0.873333 0.239347 0.1293 -0.019696 0.462396 1.02555 0.273374 0.159448 -0.0242994
64 0.050303 0.42106 0.938408 0.258501 0.135609 -0.0207721 0.494596 1.10389 0.295226 0.168393 -0.02588
65 0.05206 0.44915 1.00784 0.277014 0.140843 -0.0206536 0.528401 1.18757 0.315754 0.176936 -0.0263938
66 0.053861 0.47863 1.08037 0.299175 0.146568 -0.0215739 0.563995 1.27492 0.342482 0.183757 -0.0272514
67 0.055699 0.50954 1.15798 0.316265 0.158998 -0.0244992 0.6014 1.36899 0.361135 0.201279 -0.0314414
68 0.057574 0.54185 1.24061 0.330034 0.177684 -0.0296721 0.640599 1.46873 0.379181 0.221962 -0.0367492
69 0.059488 0.57565 1.32651 0.351635 0.189343 -0.0328914 0.681703 1.57307 0.40496 0.23603 -0.0401942
70 0.061441 0.61108 1.41444 0.385439 0.186044 -0.030345 0.724898 1.68061 0.442504 0.236659 -0.0384611
71 0.063442 0.64794 1.51167 0.397437 0.21171 -0.0379586 0.769999 1.79924 0.457559 0.266923 -0.0469354
72 0.065482 0.68658 1.61137 0.423037 0.221773 -0.0402382 0.817403 1.92154 0.48721 0.281127 -0.0499535
73 0.067565 0.72691 1.71197 0.470585 0.208155 -0.0344942 0.867001 2.04574 0.540842 0.270162 -0.04452
74 0.069689 0.76881 1.82823 0.474019 0.246463 -0.0461742 0.918695 2.1886 0.545147 0.317324 -0.0585033
75 0.071856 0.81262 1.93911 0.52212 0.235679 -0.0412582 0.972901 2.32665 0.598088 0.311701 -0.0546177
76 0.074066 0.85781 2.06176 0.548409 0.2512 -0.0453652 1.02899 2.47896 0.627467 0.334714 -0.0604887
77 0.076314 0.90531 2.18779 0.581765 0.266795 -0.0506878 1.088 2.63546 0.666137 0.356109 -0.0670521
78 0.078615 0.95494 2.31696 0.62258 0.283599 -0.0568728 1.15 2.79682 0.714162 0.377849 -0.074191
79 0.08096 1.006 2.461 0.640538 0.304768 -0.0625757 1.21396 2.97672 0.735474 0.407876 -0.0820078
80 0.083353 1.0601 2.59941 0.688913 0.310135 -0.0648166 1.28199 3.15104 0.792615 0.418164 -0.0852155
81 0.085798 1.1148 2.75431 0.721085 0.327995 -0.0701689 1.35103 3.34651 0.829054 0.444443 -0.0921937
82 0.08829 1.1724 2.91836 0.73489 0.364979 -0.0808082 1.42398 3.55256 0.849277 0.489745 -0.104776
83 0.090832 1.2322 3.08135 0.777448 0.379759 -0.0861875 1.49996 3.75892 0.902137 0.509202 -0.11078
84 0.093424 1.2942 3.25841 0.789076 0.436039 -0.106515 1.57902 3.98388 0.918739 0.575933 -0.133358
85 0.096068 1.359 3.42907 0.877853 0.394864 -0.0920075 1.66196 4.2027 1.02335 0.534723 -0.117941
86 0.098764 1.4252 3.62084 0.891693 0.453975 -0.11372 1.74705 4.44762 1.04402 0.606206 -0.142929
87 0.10152 1.4941 3.81592 0.953872 0.445117 -0.110276 1.83599 4.69939 1.11578 0.605921 -0.141273
88 0.10432 1.5659 4.01761 0.992831 0.481052 -0.124992 1.92903 4.95968 1.16772 0.646994 -0.156429
89 0.10719 1.6396 4.22559 1.06264 0.476135 -0.124551 2.02497 5.23009 1.25204 0.646003 -0.155861
90 0.11011 1.7162 4.42945 1.19211 0.397522 -0.0982069 2.12504 5.50092 1.39094 0.580189 -0.132927
91 0.11308 1.7955 4.65313 1.26696 0.38786 -0.0965158 2.22903 5.79694 1.46287 0.602524 -0.141603
92 0.11611 1.8767 4.90053 1.29618 0.429077 -0.111448 2.33596 6.11995 1.5033 0.652826 -0.157575
93 0.1192 1.9614 5.14262 1.35577 0.453227 -0.123625 2.44804 6.43892 1.58177 0.683142 -0.170706
94 0.12235 2.0486 5.39183 1.46834 0.397173 -0.1059 2.56399 6.77367 1.699 0.650469 -0.159676
95 0.12557 2.1392 5.65127 1.53876 0.4209 -0.120222 2.68502 7.1172 1.80326 0.661709 -0.168332
96 0.12886 2.2314 5.92882 1.62663 0.39962 -0.114216 2.80904 7.49323 1.88614 0.680001 -0.175105
97 0.13221 2.3277 6.233 1.58295 0.559375 -0.174946 2.93902 7.89287 1.87393 0.833258 -0.231686
98 0.13563 2.4264 6.51161 1.75149 0.455342 -0.144022 3.07303 8.28195 2.02685 0.786935 -0.22055
