3.000000e+02  1.833041e+00 2.230598e+00 3.361739e+00 1.196838e+00 1.706350e+00
3.500000e+02  1.629979e+00 1.969999e+00 2.974564e+00 1.070713e+00 1.525554e+00
4.000000e+02  1.469899e+00 1.767216e+00 2.672119e+00 9.704355e-01 1.381963e+00
4.500000e+02  1.341298e+00 1.604664e+00 2.429000e+00 8.886577e-01 1.265000e+00
5.000000e+02  1.234955e+00 1.471188e+00 2.228992e+00 8.205846e-01 1.167733e+00
5.397000e+02  1.162736e+00 1.381021e+00 2.093648e+00 7.745130e-01 1.101354e+00
5.450000e+02  1.153790e+00 1.369876e+00 2.076904e+00 7.687440e-01 1.093109e+00
6.000000e+02  1.069270e+00 1.264659e+00 1.918709e+00 7.136073e-01 1.015164e+00
7.000000e+02  9.452123e-01 1.111853e+00 1.688522e+00 6.329038e-01 9.003182e-01
8.000000e+02  8.488900e-01 9.938964e-01 1.510504e+00 5.697463e-01 8.098581e-01
9.000000e+02  7.719981e-01 8.998949e-01 1.369497e+00 5.188567e-01 7.375464e-01
1.000000e+03  7.082399e-01 8.233034e-01 1.252446e+00 4.769669e-01 6.777443e-01
2.000000e+03  3.961584e-01 4.549613e-01 6.936464e-01 2.708896e-01 3.846164e-01
3.000000e+03  2.838449e-01 3.204308e-01 4.888722e-01 1.939448e-01 2.743752e-01
4.000000e+03  2.223998e-01 2.496029e-01 3.809422e-01 1.517629e-01 2.152164e-01
5.000000e+03  1.839203e-01 2.055734e-01 3.137982e-01 1.255855e-01 1.781966e-01
6.000000e+03  1.574245e-01 1.754143e-01 2.677858e-01 1.076569e-01 1.526652e-01
7.000000e+03  1.380011e-01 1.533990e-01 2.341882e-01 9.440662e-02 1.339666e-01
8.000000e+03  1.231215e-01 1.365851e-01 2.088088e-01 8.428695e-02 1.195859e-01
9.000000e+03  1.113359e-01 1.233035e-01 1.882548e-01 7.626612e-02 1.081850e-01
1.000000e+04  1.017588e-01 1.125345e-01 1.718260e-01 6.974318e-02 9.893374e-02
2.000000e+04  5.638740e-02 6.217549e-02 9.468285e-02 3.887733e-02 5.513225e-02
3.000000e+04  4.036553e-02 4.411473e-02 6.733971e-02 2.780742e-02 3.942987e-02
4.000000e+04  3.196096e-02 3.484830e-02 5.323973e-02 2.205258e-02 3.126051e-02
5.000000e+04  2.678533e-02 2.915746e-02 4.449939e-02 1.850054e-02 2.621638e-02
6.000000e+04  2.326645e-02 2.529770e-02 3.860497e-02 1.608184e-02 2.278821e-02
7.000000e+04  2.071592e-02 2.250350e-02 3.433893e-02 1.432000e-02 2.030143e-02
8.000000e+04  1.878060e-02 2.038572e-02 3.110550e-02 1.298851e-02 1.841323e-02
9.000000e+04  1.726068e-02 1.872301e-02 2.856799e-02 1.194245e-02 1.692984e-02
1.000000e+05  1.603680e-02 1.738423e-02 2.652379e-02 1.109827e-02 1.573328e-02
1.100000e+05  1.502742e-02 1.630438e-02 2.484174e-02 1.040283e-02 1.474702e-02
1.200000e+05  1.418194e-02 1.536349e-02 2.343307e-02 9.819978e-03 1.392602e-02
1.300000e+05  1.346176e-02 1.457581e-02 2.223654e-02 9.324405e-03 1.321787e-02
1.400000e+05  1.284346e-02 1.390164e-02 2.119923e-02 8.897897e-03 1.261316e-02
1.500000e+05  1.230259e-02 1.331573e-02 2.031287e-02 8.527004e-03 1.208729e-02
1.600000e+05  1.183191e-02 1.280158e-02 1.952858e-02 8.201923e-03 1.162581e-02
1.700000e+05  1.141643e-02 1.234773e-02 1.883536e-02 7.913901e-03 1.121772e-02
1.800000e+05  1.104411e-02 1.194320e-02 1.821819e-02 7.657434e-03 1.085430e-02
1.900000e+05  1.071119e-02 1.158054e-02 1.767293e-02 7.430367e-03 1.052867e-02
2.000000e+05  1.041141e-02 1.125468e-02 1.717136e-02 7.220841e-03 1.023524e-02
3.000000e+05  8.512132e-03 9.191894e-03 1.401670e-02 5.908843e-03 8.375319e-03
4.000000e+05  7.572829e-03 8.174281e-03 1.246620e-02 5.259623e-03 7.454896e-03
5.000000e+05  7.020722e-03 7.572031e-03 1.154701e-02 4.877889e-03 6.913886e-03
6.000000e+05  6.662368e-03 7.183340e-03 1.095485e-02 4.629791e-03 6.563206e-03
7.000000e+05  6.413433e-03 6.913719e-03 1.054233e-02 4.457605e-03 6.317987e-03
8.000000e+05  6.232273e-03 6.717655e-03 1.024599e-02 4.332315e-03 6.140340e-03
9.000000e+05  6.139866e-03 6.569567e-03 1.001743e-02 4.237837e-03 6.006400e-03
1.000000e+06  5.989872e-03 6.454806e-03 9.842313e-03 4.164597e-03 5.902545e-03
